sample: 0, mc_sample: 1, mean reward: -35.644, std reward: 0.0
sample: 1224, mc_sample: 1, mean reward: -30.54, std reward: 0.0
sample: 1225, mc_sample: 1, mean reward: -42.283, std reward: 0.0
sample: 1226, mc_sample: 1, mean reward: -23.914, std reward: 0.0
sample: 1227, mc_sample: 1, mean reward: -22.065, std reward: 0.0
sample: 1228, mc_sample: 1, mean reward: -37.158, std reward: 0.0
sample: 1229, mc_sample: 1, mean reward: -26.878, std reward: 0.0
sample: 1230, mc_sample: 1, mean reward: -31.36, std reward: 0.0
sample: 1231, mc_sample: 1, mean reward: -107.674, std reward: 0.0
sample: 1232, mc_sample: 1, mean reward: -20.714, std reward: 0.0
sample: 1233, mc_sample: 1, mean reward: -26.694, std reward: 0.0
sample: 1234, mc_sample: 1, mean reward: -42.974, std reward: 0.0
sample: 1235, mc_sample: 1, mean reward: -31.067, std reward: 0.0
sample: 1236, mc_sample: 1, mean reward: -56.574, std reward: 0.0
sample: 1237, mc_sample: 1, mean reward: -27.022, std reward: 0.0
sample: 1238, mc_sample: 1, mean reward: -24.821, std reward: 0.0
sample: 1239, mc_sample: 1, mean reward: -23.724, std reward: 0.0
sample: 1240, mc_sample: 1, mean reward: -20.43, std reward: 0.0
sample: 1241, mc_sample: 1, mean reward: -34.893, std reward: 0.0
sample: 1242, mc_sample: 1, mean reward: -24.761, std reward: 0.0
sample: 1243, mc_sample: 1, mean reward: -24.993, std reward: 0.0
sample: 1244, mc_sample: 1, mean reward: -28.274, std reward: 0.0
sample: 1245, mc_sample: 1, mean reward: -26.103, std reward: 0.0
sample: 1246, mc_sample: 1, mean reward: -20.866, std reward: 0.0
sample: 1247, mc_sample: 1, mean reward: -27.547, std reward: 0.0
sample: 1248, mc_sample: 1, mean reward: -39.102, std reward: 0.0
sample: 1249, mc_sample: 1, mean reward: -46.821, std reward: 0.0
sample: 1250, mc_sample: 1, mean reward: -27.977, std reward: 0.0
sample: 1251, mc_sample: 1, mean reward: -25.823, std reward: 0.0
sample: 1252, mc_sample: 1, mean reward: -34.052, std reward: 0.0
sample: 1253, mc_sample: 1, mean reward: -24.672, std reward: 0.0
sample: 1254, mc_sample: 1, mean reward: -84.332, std reward: 0.0
sample: 1255, mc_sample: 1, mean reward: -27.028, std reward: 0.0
sample: 1256, mc_sample: 1, mean reward: -22.596, std reward: 0.0
sample: 1257, mc_sample: 1, mean reward: -24.512, std reward: 0.0
sample: 1258, mc_sample: 1, mean reward: -27.736, std reward: 0.0
sample: 1259, mc_sample: 1, mean reward: -22.894, std reward: 0.0
sample: 1260, mc_sample: 1, mean reward: -32.072, std reward: 0.0
sample: 1261, mc_sample: 1, mean reward: -24.63, std reward: 0.0
sample: 1262, mc_sample: 1, mean reward: -30.513, std reward: 0.0
sample: 1263, mc_sample: 1, mean reward: -32.49, std reward: 0.0
sample: 1264, mc_sample: 1, mean reward: -29.284, std reward: 0.0
sample: 1265, mc_sample: 1, mean reward: -23.797, std reward: 0.0
sample: 1266, mc_sample: 1, mean reward: -29.005, std reward: 0.0
sample: 1267, mc_sample: 1, mean reward: -120.298, std reward: 0.0
sample: 1268, mc_sample: 1, mean reward: -33.354, std reward: 0.0
sample: 1269, mc_sample: 1, mean reward: -35.772, std reward: 0.0
sample: 1270, mc_sample: 1, mean reward: -25.035, std reward: 0.0
sample: 1271, mc_sample: 1, mean reward: -23.428, std reward: 0.0
sample: 1272, mc_sample: 1, mean reward: -42.999, std reward: 0.0
sample: 1273, mc_sample: 1, mean reward: -28.026, std reward: 0.0
sample: 1274, mc_sample: 1, mean reward: -29.925, std reward: 0.0
sample: 1275, mc_sample: 1, mean reward: -31.997, std reward: 0.0
sample: 1276, mc_sample: 1, mean reward: -40.345, std reward: 0.0
sample: 1277, mc_sample: 1, mean reward: -25.04, std reward: 0.0
sample: 1278, mc_sample: 1, mean reward: -36.852, std reward: 0.0
sample: 1279, mc_sample: 1, mean reward: -24.987, std reward: 0.0
sample: 1280, mc_sample: 1, mean reward: -22.651, std reward: 0.0
sample: 1281, mc_sample: 1, mean reward: -23.312, std reward: 0.0
sample: 1282, mc_sample: 1, mean reward: -20.768, std reward: 0.0
sample: 1283, mc_sample: 1, mean reward: -92.744, std reward: 0.0
sample: 1284, mc_sample: 1, mean reward: -24.897, std reward: 0.0
sample: 1285, mc_sample: 1, mean reward: -30.13, std reward: 0.0
sample: 1286, mc_sample: 1, mean reward: -24.426, std reward: 0.0
sample: 1287, mc_sample: 1, mean reward: -33.312, std reward: 0.0
sample: 1288, mc_sample: 1, mean reward: -33.083, std reward: 0.0
sample: 1289, mc_sample: 1, mean reward: -32.656, std reward: 0.0
sample: 1290, mc_sample: 1, mean reward: -76.822, std reward: 0.0
sample: 1291, mc_sample: 1, mean reward: -35.76, std reward: 0.0
sample: 1292, mc_sample: 1, mean reward: -35.853, std reward: 0.0
sample: 1293, mc_sample: 1, mean reward: -36.434, std reward: 0.0
sample: 1294, mc_sample: 1, mean reward: -33.401, std reward: 0.0
sample: 1295, mc_sample: 1, mean reward: -33.024, std reward: 0.0
sample: 1296, mc_sample: 1, mean reward: -53.098, std reward: 0.0
sample: 1297, mc_sample: 1, mean reward: -29.901, std reward: 0.0
sample: 1298, mc_sample: 1, mean reward: -36.022, std reward: 0.0
sample: 1299, mc_sample: 1, mean reward: -34.875, std reward: 0.0
sample: 1300, mc_sample: 1, mean reward: -114.747, std reward: 0.0
sample: 1301, mc_sample: 1, mean reward: -30.927, std reward: 0.0
sample: 1302, mc_sample: 1, mean reward: -26.662, std reward: 0.0
sample: 1303, mc_sample: 1, mean reward: -55.032, std reward: 0.0
sample: 1304, mc_sample: 1, mean reward: -30.608, std reward: 0.0
sample: 1305, mc_sample: 1, mean reward: -29.604, std reward: 0.0
sample: 1306, mc_sample: 1, mean reward: -32.79, std reward: 0.0
sample: 1307, mc_sample: 1, mean reward: -35.652, std reward: 0.0
sample: 1308, mc_sample: 1, mean reward: -22.038, std reward: 0.0
sample: 1309, mc_sample: 1, mean reward: -26.415, std reward: 0.0
sample: 1310, mc_sample: 1, mean reward: -33.422, std reward: 0.0
sample: 1311, mc_sample: 1, mean reward: -33.838, std reward: 0.0
sample: 1312, mc_sample: 1, mean reward: -33.139, std reward: 0.0
sample: 1313, mc_sample: 1, mean reward: -35.978, std reward: 0.0
sample: 1314, mc_sample: 1, mean reward: -34.867, std reward: 0.0
sample: 1315, mc_sample: 1, mean reward: -41.304, std reward: 0.0
sample: 1316, mc_sample: 1, mean reward: -27.648, std reward: 0.0
sample: 1317, mc_sample: 1, mean reward: -29.792, std reward: 0.0
sample: 1318, mc_sample: 1, mean reward: -34.807, std reward: 0.0
sample: 1319, mc_sample: 1, mean reward: -36.238, std reward: 0.0
sample: 1320, mc_sample: 1, mean reward: -56.282, std reward: 0.0
sample: 1321, mc_sample: 1, mean reward: -25.859, std reward: 0.0
sample: 1322, mc_sample: 1, mean reward: -34.275, std reward: 0.0
sample: 1323, mc_sample: 1, mean reward: -27.23, std reward: 0.0
sample: 1324, mc_sample: 1, mean reward: -31.794, std reward: 0.0
sample: 1325, mc_sample: 1, mean reward: -132.053, std reward: 0.0
sample: 1326, mc_sample: 1, mean reward: -43.395, std reward: 0.0
sample: 1327, mc_sample: 1, mean reward: -30.312, std reward: 0.0
sample: 1328, mc_sample: 1, mean reward: -25.719, std reward: 0.0
sample: 1329, mc_sample: 1, mean reward: -32.194, std reward: 0.0
sample: 1330, mc_sample: 1, mean reward: -27.627, std reward: 0.0
sample: 1331, mc_sample: 1, mean reward: -35.268, std reward: 0.0
sample: 1332, mc_sample: 1, mean reward: -29.026, std reward: 0.0
sample: 1333, mc_sample: 1, mean reward: -31.253, std reward: 0.0
sample: 1334, mc_sample: 1, mean reward: -29.138, std reward: 0.0
sample: 1335, mc_sample: 1, mean reward: -49.246, std reward: 0.0
sample: 1336, mc_sample: 1, mean reward: -129.681, std reward: 0.0
sample: 1337, mc_sample: 1, mean reward: -39.086, std reward: 0.0
sample: 1338, mc_sample: 1, mean reward: -46.372, std reward: 0.0
sample: 1339, mc_sample: 1, mean reward: -38.139, std reward: 0.0
sample: 1340, mc_sample: 1, mean reward: -34.392, std reward: 0.0
sample: 1341, mc_sample: 1, mean reward: -115.546, std reward: 0.0
sample: 1342, mc_sample: 1, mean reward: -27.784, std reward: 0.0
sample: 1343, mc_sample: 1, mean reward: -36.244, std reward: 0.0
sample: 1344, mc_sample: 1, mean reward: -30.298, std reward: 0.0
sample: 1345, mc_sample: 1, mean reward: -125.34, std reward: 0.0
sample: 1346, mc_sample: 1, mean reward: -149.118, std reward: 0.0
sample: 1347, mc_sample: 1, mean reward: -33.209, std reward: 0.0
sample: 1348, mc_sample: 1, mean reward: -35.266, std reward: 0.0
sample: 1349, mc_sample: 1, mean reward: -24.918, std reward: 0.0
sample: 1350, mc_sample: 1, mean reward: -24.281, std reward: 0.0
sample: 1351, mc_sample: 1, mean reward: -34.236, std reward: 0.0
sample: 1352, mc_sample: 1, mean reward: -19.967, std reward: 0.0
sample: 1353, mc_sample: 1, mean reward: -27.83, std reward: 0.0
sample: 1354, mc_sample: 1, mean reward: -21.688, std reward: 0.0
sample: 1355, mc_sample: 1, mean reward: -35.123, std reward: 0.0
sample: 1356, mc_sample: 1, mean reward: -33.228, std reward: 0.0
sample: 1357, mc_sample: 1, mean reward: -41.335, std reward: 0.0
sample: 1358, mc_sample: 1, mean reward: -127.628, std reward: 0.0
sample: 1359, mc_sample: 1, mean reward: -34.333, std reward: 0.0
sample: 1360, mc_sample: 1, mean reward: -107.655, std reward: 0.0
sample: 1361, mc_sample: 1, mean reward: -31.056, std reward: 0.0
sample: 1362, mc_sample: 1, mean reward: -21.193, std reward: 0.0
sample: 1363, mc_sample: 1, mean reward: -25.74, std reward: 0.0
sample: 1364, mc_sample: 1, mean reward: -23.684, std reward: 0.0
sample: 1365, mc_sample: 1, mean reward: -47.605, std reward: 0.0
sample: 1366, mc_sample: 1, mean reward: -232.481, std reward: 0.0
sample: 1367, mc_sample: 1, mean reward: -20.289, std reward: 0.0
sample: 1368, mc_sample: 1, mean reward: -28.276, std reward: 0.0
sample: 1369, mc_sample: 1, mean reward: -139.038, std reward: 0.0
sample: 1370, mc_sample: 1, mean reward: -22.678, std reward: 0.0
sample: 1371, mc_sample: 1, mean reward: -28.843, std reward: 0.0
sample: 1372, mc_sample: 1, mean reward: -28.4, std reward: 0.0
sample: 1373, mc_sample: 1, mean reward: -30.912, std reward: 0.0
sample: 1374, mc_sample: 1, mean reward: -38.688, std reward: 0.0
sample: 1375, mc_sample: 1, mean reward: -106.19, std reward: 0.0
sample: 1376, mc_sample: 1, mean reward: -33.454, std reward: 0.0
sample: 1377, mc_sample: 1, mean reward: -35.367, std reward: 0.0
sample: 1378, mc_sample: 1, mean reward: -59.625, std reward: 0.0
sample: 1379, mc_sample: 1, mean reward: -38.651, std reward: 0.0
sample: 1380, mc_sample: 1, mean reward: -24.132, std reward: 0.0
sample: 1381, mc_sample: 1, mean reward: -35.07, std reward: 0.0
sample: 1382, mc_sample: 1, mean reward: -31.293, std reward: 0.0
sample: 1383, mc_sample: 1, mean reward: -21.317, std reward: 0.0
sample: 1384, mc_sample: 1, mean reward: -21.901, std reward: 0.0
sample: 1385, mc_sample: 1, mean reward: -30.919, std reward: 0.0
sample: 1386, mc_sample: 1, mean reward: -19.712, std reward: 0.0
sample: 1387, mc_sample: 1, mean reward: -139.977, std reward: 0.0
sample: 1388, mc_sample: 1, mean reward: -138.464, std reward: 0.0
sample: 1389, mc_sample: 1, mean reward: -29.811, std reward: 0.0
sample: 1390, mc_sample: 1, mean reward: -33.158, std reward: 0.0
sample: 1391, mc_sample: 1, mean reward: -184.942, std reward: 0.0
sample: 1392, mc_sample: 1, mean reward: -25.391, std reward: 0.0
sample: 1393, mc_sample: 1, mean reward: -28.031, std reward: 0.0
sample: 1394, mc_sample: 1, mean reward: -22.572, std reward: 0.0
sample: 1395, mc_sample: 1, mean reward: -24.707, std reward: 0.0
sample: 1396, mc_sample: 1, mean reward: -39.065, std reward: 0.0
sample: 1397, mc_sample: 1, mean reward: -56.909, std reward: 0.0
sample: 1398, mc_sample: 1, mean reward: -47.999, std reward: 0.0
sample: 1399, mc_sample: 1, mean reward: -28.663, std reward: 0.0
sample: 1400, mc_sample: 1, mean reward: -131.057, std reward: 0.0
sample: 1401, mc_sample: 1, mean reward: -31.636, std reward: 0.0
sample: 1402, mc_sample: 1, mean reward: -25.363, std reward: 0.0
sample: 1403, mc_sample: 1, mean reward: -31.834, std reward: 0.0
sample: 1404, mc_sample: 1, mean reward: -31.322, std reward: 0.0
sample: 1405, mc_sample: 1, mean reward: -138.676, std reward: 0.0
sample: 1406, mc_sample: 1, mean reward: -27.33, std reward: 0.0
sample: 1407, mc_sample: 1, mean reward: -24.62, std reward: 0.0
sample: 1408, mc_sample: 1, mean reward: -119.337, std reward: 0.0
sample: 1409, mc_sample: 1, mean reward: -38.923, std reward: 0.0
sample: 1410, mc_sample: 1, mean reward: -38.909, std reward: 0.0
sample: 1411, mc_sample: 1, mean reward: -18.149, std reward: 0.0
sample: 1412, mc_sample: 1, mean reward: -94.873, std reward: 0.0
sample: 1413, mc_sample: 1, mean reward: -25.481, std reward: 0.0
sample: 1414, mc_sample: 1, mean reward: -30.281, std reward: 0.0
sample: 1415, mc_sample: 1, mean reward: -38.429, std reward: 0.0
sample: 1416, mc_sample: 1, mean reward: -28.984, std reward: 0.0
sample: 1417, mc_sample: 1, mean reward: -30.603, std reward: 0.0
sample: 1418, mc_sample: 1, mean reward: -23.031, std reward: 0.0
sample: 1419, mc_sample: 1, mean reward: -28.003, std reward: 0.0
sample: 1420, mc_sample: 1, mean reward: -36.163, std reward: 0.0
sample: 1421, mc_sample: 1, mean reward: -29.292, std reward: 0.0
sample: 1422, mc_sample: 1, mean reward: -35.308, std reward: 0.0
sample: 1423, mc_sample: 1, mean reward: -22.175, std reward: 0.0
sample: 1424, mc_sample: 1, mean reward: -136.212, std reward: 0.0
sample: 1425, mc_sample: 1, mean reward: -147.229, std reward: 0.0
sample: 1426, mc_sample: 1, mean reward: -24.162, std reward: 0.0
sample: 1427, mc_sample: 1, mean reward: -28.108, std reward: 0.0
sample: 1428, mc_sample: 1, mean reward: -44.817, std reward: 0.0
sample: 1429, mc_sample: 1, mean reward: -26.776, std reward: 0.0
sample: 1430, mc_sample: 1, mean reward: -39.888, std reward: 0.0
sample: 1431, mc_sample: 1, mean reward: -26.891, std reward: 0.0
sample: 1432, mc_sample: 1, mean reward: -19.38, std reward: 0.0
sample: 1433, mc_sample: 1, mean reward: -36.021, std reward: 0.0
sample: 1434, mc_sample: 1, mean reward: -43.274, std reward: 0.0
sample: 1435, mc_sample: 1, mean reward: -139.419, std reward: 0.0
sample: 1436, mc_sample: 1, mean reward: -40.117, std reward: 0.0
sample: 1437, mc_sample: 1, mean reward: -26.291, std reward: 0.0
sample: 1438, mc_sample: 1, mean reward: -33.521, std reward: 0.0
sample: 1439, mc_sample: 1, mean reward: -29.936, std reward: 0.0
sample: 1440, mc_sample: 1, mean reward: -107.252, std reward: 0.0
sample: 1441, mc_sample: 1, mean reward: -25.728, std reward: 0.0
sample: 1442, mc_sample: 1, mean reward: -35.783, std reward: 0.0
sample: 1443, mc_sample: 1, mean reward: -26.267, std reward: 0.0
sample: 1444, mc_sample: 1, mean reward: -46.614, std reward: 0.0
sample: 1445, mc_sample: 1, mean reward: -54.635, std reward: 0.0
sample: 1446, mc_sample: 1, mean reward: -28.014, std reward: 0.0
sample: 1447, mc_sample: 1, mean reward: -35.064, std reward: 0.0
sample: 1448, mc_sample: 1, mean reward: -43.352, std reward: 0.0
sample: 1449, mc_sample: 1, mean reward: -24.233, std reward: 0.0
sample: 1450, mc_sample: 1, mean reward: -24.324, std reward: 0.0
sample: 1451, mc_sample: 1, mean reward: -42.086, std reward: 0.0
sample: 1452, mc_sample: 1, mean reward: -146.988, std reward: 0.0
sample: 1453, mc_sample: 1, mean reward: -36.086, std reward: 0.0
sample: 1454, mc_sample: 1, mean reward: -27.546, std reward: 0.0
sample: 1455, mc_sample: 1, mean reward: -34.652, std reward: 0.0
sample: 1456, mc_sample: 1, mean reward: -26.224, std reward: 0.0
sample: 1457, mc_sample: 1, mean reward: -38.832, std reward: 0.0
sample: 1458, mc_sample: 1, mean reward: -262.221, std reward: 0.0
sample: 1459, mc_sample: 1, mean reward: -29.962, std reward: 0.0
sample: 1460, mc_sample: 1, mean reward: -36.679, std reward: 0.0
sample: 1461, mc_sample: 1, mean reward: -37.78, std reward: 0.0
sample: 1462, mc_sample: 1, mean reward: -32.449, std reward: 0.0
sample: 1463, mc_sample: 1, mean reward: -26.086, std reward: 0.0
sample: 1464, mc_sample: 1, mean reward: -28.81, std reward: 0.0
sample: 1465, mc_sample: 1, mean reward: -43.611, std reward: 0.0
sample: 1466, mc_sample: 1, mean reward: -255.4, std reward: 0.0
sample: 1467, mc_sample: 1, mean reward: -31.843, std reward: 0.0
sample: 1468, mc_sample: 1, mean reward: -137.749, std reward: 0.0
sample: 1469, mc_sample: 1, mean reward: -25.965, std reward: 0.0
sample: 1470, mc_sample: 1, mean reward: -24.615, std reward: 0.0
sample: 1471, mc_sample: 1, mean reward: -51.315, std reward: 0.0
sample: 1472, mc_sample: 1, mean reward: -43.342, std reward: 0.0
sample: 1473, mc_sample: 1, mean reward: -28.802, std reward: 0.0
sample: 1474, mc_sample: 1, mean reward: -31.733, std reward: 0.0
sample: 1475, mc_sample: 1, mean reward: -38.664, std reward: 0.0
sample: 1476, mc_sample: 1, mean reward: -33.698, std reward: 0.0
sample: 1477, mc_sample: 1, mean reward: -30.115, std reward: 0.0
sample: 1478, mc_sample: 1, mean reward: -228.473, std reward: 0.0
sample: 1479, mc_sample: 1, mean reward: -46.448, std reward: 0.0
sample: 1480, mc_sample: 1, mean reward: -27.738, std reward: 0.0
sample: 1481, mc_sample: 1, mean reward: -28.133, std reward: 0.0
sample: 1482, mc_sample: 1, mean reward: -37.197, std reward: 0.0
sample: 1483, mc_sample: 1, mean reward: -25.982, std reward: 0.0
sample: 1484, mc_sample: 1, mean reward: -39.93, std reward: 0.0
sample: 1485, mc_sample: 1, mean reward: -28.659, std reward: 0.0
sample: 1486, mc_sample: 1, mean reward: -23.598, std reward: 0.0
sample: 1487, mc_sample: 1, mean reward: -31.559, std reward: 0.0
sample: 1488, mc_sample: 1, mean reward: -45.881, std reward: 0.0
sample: 1489, mc_sample: 1, mean reward: -120.198, std reward: 0.0
sample: 1490, mc_sample: 1, mean reward: -98.269, std reward: 0.0
sample: 1491, mc_sample: 1, mean reward: -25.862, std reward: 0.0
sample: 1492, mc_sample: 1, mean reward: -30.834, std reward: 0.0
sample: 1493, mc_sample: 1, mean reward: -35.088, std reward: 0.0
sample: 1494, mc_sample: 1, mean reward: -34.169, std reward: 0.0
sample: 1495, mc_sample: 1, mean reward: -28.657, std reward: 0.0
sample: 1496, mc_sample: 1, mean reward: -35.952, std reward: 0.0
sample: 1497, mc_sample: 1, mean reward: -145.772, std reward: 0.0
sample: 1498, mc_sample: 1, mean reward: -40.348, std reward: 0.0
sample: 1499, mc_sample: 1, mean reward: -38.017, std reward: 0.0
sample: 1500, mc_sample: 1, mean reward: -24.156, std reward: 0.0
sample: 1501, mc_sample: 1, mean reward: -40.808, std reward: 0.0
sample: 1502, mc_sample: 1, mean reward: -170.58, std reward: 0.0
sample: 1503, mc_sample: 1, mean reward: -41.78, std reward: 0.0
sample: 1504, mc_sample: 1, mean reward: -26.051, std reward: 0.0
sample: 1505, mc_sample: 1, mean reward: -106.558, std reward: 0.0
sample: 1506, mc_sample: 1, mean reward: -120.667, std reward: 0.0
sample: 1507, mc_sample: 1, mean reward: -35.912, std reward: 0.0
sample: 1508, mc_sample: 1, mean reward: -29.203, std reward: 0.0
sample: 1509, mc_sample: 1, mean reward: -45.888, std reward: 0.0
sample: 1510, mc_sample: 1, mean reward: -60.283, std reward: 0.0
sample: 1511, mc_sample: 1, mean reward: -24.551, std reward: 0.0
sample: 1512, mc_sample: 1, mean reward: -37.289, std reward: 0.0
sample: 1513, mc_sample: 1, mean reward: -148.003, std reward: 0.0
sample: 1514, mc_sample: 1, mean reward: -38.502, std reward: 0.0
sample: 1515, mc_sample: 1, mean reward: -38.667, std reward: 0.0
sample: 1516, mc_sample: 1, mean reward: -39.439, std reward: 0.0
sample: 1517, mc_sample: 1, mean reward: -40.535, std reward: 0.0
sample: 1518, mc_sample: 1, mean reward: -34.721, std reward: 0.0
sample: 1519, mc_sample: 1, mean reward: -154.527, std reward: 0.0
sample: 1520, mc_sample: 1, mean reward: -150.377, std reward: 0.0
sample: 1521, mc_sample: 1, mean reward: -31.766, std reward: 0.0
sample: 1522, mc_sample: 1, mean reward: -27.72, std reward: 0.0
sample: 1523, mc_sample: 1, mean reward: -35.777, std reward: 0.0
sample: 1524, mc_sample: 1, mean reward: -26.891, std reward: 0.0
sample: 1525, mc_sample: 1, mean reward: -45.265, std reward: 0.0
sample: 1526, mc_sample: 1, mean reward: -40.151, std reward: 0.0
sample: 1527, mc_sample: 1, mean reward: -39.311, std reward: 0.0
sample: 1528, mc_sample: 1, mean reward: -32.287, std reward: 0.0
sample: 1529, mc_sample: 1, mean reward: -30.519, std reward: 0.0
sample: 1530, mc_sample: 1, mean reward: -159.806, std reward: 0.0
sample: 1531, mc_sample: 1, mean reward: -29.272, std reward: 0.0
sample: 1532, mc_sample: 1, mean reward: -39.611, std reward: 0.0
sample: 1533, mc_sample: 1, mean reward: -25.544, std reward: 0.0
sample: 1534, mc_sample: 1, mean reward: -38.189, std reward: 0.0
sample: 1535, mc_sample: 1, mean reward: -32.715, std reward: 0.0
sample: 1536, mc_sample: 1, mean reward: -37.632, std reward: 0.0
sample: 1537, mc_sample: 1, mean reward: -33.45, std reward: 0.0
sample: 1538, mc_sample: 1, mean reward: -43.344, std reward: 0.0
sample: 1539, mc_sample: 1, mean reward: -40.274, std reward: 0.0
sample: 1540, mc_sample: 1, mean reward: -28.092, std reward: 0.0
sample: 1541, mc_sample: 1, mean reward: -149.248, std reward: 0.0
sample: 1542, mc_sample: 1, mean reward: -36.453, std reward: 0.0
sample: 1543, mc_sample: 1, mean reward: -30.905, std reward: 0.0
sample: 1544, mc_sample: 1, mean reward: -47.163, std reward: 0.0
sample: 1545, mc_sample: 1, mean reward: -54.457, std reward: 0.0
sample: 1546, mc_sample: 1, mean reward: -31.361, std reward: 0.0
sample: 1547, mc_sample: 1, mean reward: -42.071, std reward: 0.0
sample: 1548, mc_sample: 1, mean reward: -34.312, std reward: 0.0
sample: 1549, mc_sample: 1, mean reward: -57.889, std reward: 0.0
sample: 1550, mc_sample: 1, mean reward: -38.668, std reward: 0.0
sample: 1551, mc_sample: 1, mean reward: -29.991, std reward: 0.0
sample: 1552, mc_sample: 1, mean reward: -48.981, std reward: 0.0
sample: 1553, mc_sample: 1, mean reward: -46.725, std reward: 0.0
sample: 1554, mc_sample: 1, mean reward: -40.344, std reward: 0.0
sample: 1555, mc_sample: 1, mean reward: -43.939, std reward: 0.0
sample: 1556, mc_sample: 1, mean reward: -145.88, std reward: 0.0
sample: 1557, mc_sample: 1, mean reward: -28.984, std reward: 0.0
sample: 1558, mc_sample: 1, mean reward: -37.09, std reward: 0.0
sample: 1559, mc_sample: 1, mean reward: -38.123, std reward: 0.0
sample: 1560, mc_sample: 1, mean reward: -257.828, std reward: 0.0
sample: 1561, mc_sample: 1, mean reward: -47.381, std reward: 0.0
sample: 1562, mc_sample: 1, mean reward: -43.378, std reward: 0.0
sample: 1563, mc_sample: 1, mean reward: -68.752, std reward: 0.0
sample: 1564, mc_sample: 1, mean reward: -132.945, std reward: 0.0
sample: 1565, mc_sample: 1, mean reward: -39.311, std reward: 0.0
sample: 1566, mc_sample: 1, mean reward: -28.753, std reward: 0.0
sample: 1567, mc_sample: 1, mean reward: -41.68, std reward: 0.0
sample: 1568, mc_sample: 1, mean reward: -44.586, std reward: 0.0
sample: 1569, mc_sample: 1, mean reward: -55.082, std reward: 0.0
sample: 1570, mc_sample: 1, mean reward: -256.715, std reward: 0.0
sample: 1571, mc_sample: 1, mean reward: -34.968, std reward: 0.0
sample: 1572, mc_sample: 1, mean reward: -39.187, std reward: 0.0
sample: 1573, mc_sample: 1, mean reward: -46.97, std reward: 0.0
sample: 1574, mc_sample: 1, mean reward: -33.115, std reward: 0.0
sample: 1575, mc_sample: 1, mean reward: -36.396, std reward: 0.0
sample: 1576, mc_sample: 1, mean reward: -151.5, std reward: 0.0
sample: 1577, mc_sample: 1, mean reward: -37.843, std reward: 0.0
sample: 1578, mc_sample: 1, mean reward: -159.188, std reward: 0.0
sample: 1579, mc_sample: 1, mean reward: -30.667, std reward: 0.0
sample: 1580, mc_sample: 1, mean reward: -48.916, std reward: 0.0
sample: 1581, mc_sample: 1, mean reward: -30.661, std reward: 0.0
sample: 1582, mc_sample: 1, mean reward: -32.88, std reward: 0.0
sample: 1583, mc_sample: 1, mean reward: -155.183, std reward: 0.0
sample: 1584, mc_sample: 1, mean reward: -31.088, std reward: 0.0
sample: 1585, mc_sample: 1, mean reward: -37.912, std reward: 0.0
sample: 1586, mc_sample: 1, mean reward: -42.253, std reward: 0.0
sample: 1587, mc_sample: 1, mean reward: -50.599, std reward: 0.0
sample: 1588, mc_sample: 1, mean reward: -40.458, std reward: 0.0
sample: 1589, mc_sample: 1, mean reward: -30.744, std reward: 0.0
sample: 1590, mc_sample: 1, mean reward: -40.917, std reward: 0.0
sample: 1591, mc_sample: 1, mean reward: -34.691, std reward: 0.0
sample: 1592, mc_sample: 1, mean reward: -42.055, std reward: 0.0
sample: 1593, mc_sample: 1, mean reward: -158.141, std reward: 0.0
sample: 1594, mc_sample: 1, mean reward: -244.366, std reward: 0.0
sample: 1595, mc_sample: 1, mean reward: -168.611, std reward: 0.0
sample: 1596, mc_sample: 1, mean reward: -24.141, std reward: 0.0
sample: 1597, mc_sample: 1, mean reward: -27.078, std reward: 0.0
sample: 1598, mc_sample: 1, mean reward: -31.345, std reward: 0.0
sample: 1599, mc_sample: 1, mean reward: -22.583, std reward: 0.0
sample: 1600, mc_sample: 1, mean reward: -254.371, std reward: 0.0
sample: 1601, mc_sample: 1, mean reward: -29.729, std reward: 0.0
sample: 1602, mc_sample: 1, mean reward: -37.534, std reward: 0.0
sample: 1603, mc_sample: 1, mean reward: -34.09, std reward: 0.0
sample: 1604, mc_sample: 1, mean reward: -43.4, std reward: 0.0
sample: 1605, mc_sample: 1, mean reward: -50.502, std reward: 0.0
sample: 1606, mc_sample: 1, mean reward: -156.47, std reward: 0.0
sample: 1607, mc_sample: 1, mean reward: -31.599, std reward: 0.0
sample: 1608, mc_sample: 1, mean reward: -37.443, std reward: 0.0
sample: 1609, mc_sample: 1, mean reward: -57.886, std reward: 0.0
sample: 1610, mc_sample: 1, mean reward: -39.6, std reward: 0.0
sample: 1611, mc_sample: 1, mean reward: -33.575, std reward: 0.0
sample: 1612, mc_sample: 1, mean reward: -49.839, std reward: 0.0
sample: 1613, mc_sample: 1, mean reward: -43.018, std reward: 0.0
sample: 1614, mc_sample: 1, mean reward: -32.869, std reward: 0.0
sample: 1615, mc_sample: 1, mean reward: -111.783, std reward: 0.0
sample: 1616, mc_sample: 1, mean reward: -146.42, std reward: 0.0
sample: 1617, mc_sample: 1, mean reward: -38.071, std reward: 0.0
sample: 1618, mc_sample: 1, mean reward: -156.536, std reward: 0.0
sample: 1619, mc_sample: 1, mean reward: -28.92, std reward: 0.0
sample: 1620, mc_sample: 1, mean reward: -142.354, std reward: 0.0
sample: 1621, mc_sample: 1, mean reward: -44.662, std reward: 0.0
sample: 1622, mc_sample: 1, mean reward: -41.225, std reward: 0.0
